Date,Monthly_Return_GBP
2010-12-31,0.016525297788534843
2011-01-31,-0.0400123916571925
2011-02-28,0.07814151519300627
2011-03-31,0.01431561687675198
2011-04-30,0.12848236077288555
2011-05-31,-0.027486521421591803
2011-06-30,-0.04869930217129215
2011-07-31,0.10391194834820583
2011-08-31,0.1185749277066126
2011-09-30,-0.14924792653693952
2011-10-31,0.09349272032608957
2011-11-30,-0.015756950636383493
2011-12-31,-0.11704981593449493
2012-01-31,0.13509294997296517
2012-02-29,-0.016455519390661033
2012-03-31,-0.010909142910688119
2012-04-30,0.018678696716696086
2012-05-31,-0.10930706040754046
2012-06-30,0.0258805577650556
2012-07-31,0.021052878734983738
2012-08-31,0.05453291758994472
2012-09-30,0.07604931551012273
2012-10-31,-0.03890747471733835
2012-11-30,-0.006750968897236698
2012-12-31,-0.01685766917629128
2013-01-31,-0.02753761111908959
2013-02-28,-0.08873010842343088
2013-03-31,0.011471620915173952
2013-04-30,-0.05757672627893551
2013-05-31,-0.07804425557751082
2013-06-30,-0.10887850266850074
2013-07-31,0.07315487310169289
2013-08-31,0.07030237712929788
2013-09-30,-0.0071636257984444285
2013-10-31,-0.012232721807383884
2013-11-30,-0.036552632673025776
2013-12-31,-0.028868062969672925
2014-01-31,0.034393427744537464
2014-02-28,0.07517334094747707
2014-03-31,-0.03421041205267128
2014-04-30,0.01582316783218407
2014-05-31,-0.036266450202858014
2014-06-30,0.08287630970805582
2014-07-31,-0.04332403164620735
2014-08-31,-0.01522499300267377
2014-09-30,-0.08140643799764813
2014-10-31,-0.04494343693270253
2014-11-30,-0.02206352002627432
2014-12-31,0.003080379745304951
2015-01-31,0.05269438650539393
2015-02-28,-0.03790023279580623
2015-03-31,-0.060167874673972666
2015-04-30,0.039972840926230546
2015-05-31,-0.0014721585194343856
2015-06-30,0.011378099882080495
2015-07-31,-0.07378687419691077
2015-08-31,0.024696291277941818
2015-09-30,-0.03457829883331354
2015-10-31,0.03402468025556926
2015-11-30,-0.08485370240776369
2015-12-31,-0.019059074937611498
2016-01-31,0.02159102793290324
2016-02-29,0.07067617540083426
2016-03-31,0.02820097432442603
2016-04-30,0.06844240264087631
2016-05-31,-0.05985820663157748
2016-06-30,0.0026362439666780535
2016-07-31,-0.00317400518614408
2016-08-31,-0.03779360574536417
2016-09-30,-0.002897410192086891
2016-10-31,-0.08541060976339321
2016-11-30,-0.06284433203955597
2016-12-31,-0.03518003358135979
2017-01-31,0.07237696191282361
2017-02-28,0.026841841540709233
2017-03-31,-0.001146368631787964
2017-04-30,0.051107356524859426
2017-05-31,-0.007792132503047888
2017-06-30,-0.006112924670635622
2017-07-31,0.03364877018774104
2017-08-31,0.02420290658113089
2017-09-30,0.004416399970666562
2017-10-31,-0.02357523728384303
2017-11-30,0.019115574251406198
2017-12-31,0.022854776573968838
2018-01-31,0.08726820485668041
2018-02-28,-0.03804039572152507
2018-03-31,0.015242624478665423
2018-04-30,-0.027775997537722086
2018-05-31,-0.04693660702097591
2018-06-30,-0.051272468049432085
2018-07-31,-0.01791168259743503
2018-08-31,-0.03065059367630618
2018-09-30,-0.0014363359150890709
2018-10-31,-0.007681197720083355
2018-11-30,0.009351766833316288
2018-12-31,0.041960326691655725
2019-01-31,0.06319937574174883
2019-02-28,0.009143659282885297
2019-03-31,-0.03530531686400795
2019-04-30,-0.016081048166765588
2019-05-31,-0.007818847094514303
2019-06-30,0.0858345504005682
2019-07-31,-0.04062066427396327
2019-08-31,0.08133249385578867
2019-09-30,-0.025492287716736173
2019-10-31,0.07640853589615171
2019-11-30,-0.031248519327339186
2019-12-31,0.052624979388611104
2020-01-31,0.04308165154412591
2020-02-29,-0.021550751754896735
2020-03-31,-0.04226837652714388
2020-04-30,0.08126562366204082
2020-05-31,0.013544554890205562
2020-06-30,0.02646644334336279
2020-07-31,0.18055670209128194
2020-08-31,0.01489694757096749
2020-09-30,-0.07686635056281621
2020-10-31,-0.00013834776999321896
2020-11-30,-0.024829086586811266
2020-12-31,0.09411909086533887
2021-01-31,-0.025539723094720745
2021-02-28,-0.0432298420237508
2021-03-31,-0.029887621023559685
2021-04-30,0.05116768897647961
2021-05-31,0.09434334185349691
2021-06-30,-0.09358433163474111
2021-07-31,0.03430313306550481
2021-08-31,-0.015354168430517623
2021-09-30,-0.055727666925222574
2021-10-31,0.04308704968141375
2021-11-30,-0.041849497403447566
2021-12-31,0.04721354123705601
2022-01-31,-0.02370623924606785
2022-02-28,0.05883301518255446
2022-03-31,-0.005024693788045598
2022-04-30,-0.07101538622948533
2022-05-31,-0.01839899194086969
2022-06-30,-0.05576025484843006
2022-07-31,-0.022537394278888567
2022-08-31,-0.07038804804866172
2022-09-30,-0.06972013336096472
2022-10-31,0.01965958041749638
2022-11-30,0.117749886400762
2022-12-31,0.03873778243201009
2023-01-31,0.08367051888457389
2023-02-28,-0.07604767132431645
2023-03-31,0.10830319736203342
2023-04-30,0.01759845882761457
2023-05-31,-0.02017927270647324
2023-06-30,-0.006240565957521871
2023-07-31,0.04229320905353884
2023-08-31,-0.023696815294110052
2023-09-30,-0.08559123090393894
2023-10-31,0.07028872277647591
2023-11-30,0.07003628758580205
2023-12-31,0.015819750263041277
2024-01-31,-0.017206617056604645
2024-02-29,0.00199388427240188
2024-03-31,0.08352749116912372
2024-04-30,0.02447502438790483
2024-05-31,0.02999252974105504
2024-06-30,-0.007989752211809975
2024-07-31,0.06960564709071626
2024-08-31,0.04710685015551497
2024-09-30,0.0682157872452347
2024-10-31,0.009972042506797507
2024-11-30,-0.05088470474932416
